year,realinc,income,educ,health,happy,class,prestg10,paeduc,age,sex,race,marital,polviews,trust,satfin,childs,wrkstat,region,natfare
2024.0,4991.25,,13.0,2.0,2.0,3.0,34.0,12.0,69.0,1,3.0,5.0,4.0,2.0,2.0,,5.0,1.0,
2024.0,24502.5,12.0,16.0,2.0,2.0,2.0,50.0,16.0,24.0,0,1.0,5.0,3.0,,2.0,,1.0,1.0,2.0
2024.0,117564.76281,12.0,16.0,1.0,2.0,4.0,72.0,16.0,64.0,1,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,
2024.0,24502.5,12.0,14.0,3.0,2.0,2.0,44.0,16.0,60.0,1,1.0,1.0,5.0,,3.0,3.0,2.0,1.0,
2024.0,43560.0,12.0,16.0,3.0,2.0,3.0,50.0,17.0,74.0,1,1.0,1.0,2.0,,1.0,2.0,5.0,1.0,
2024.0,,,17.0,2.0,2.0,3.0,66.0,16.0,74.0,1,1.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,
2024.0,117564.76281,12.0,16.0,2.0,2.0,3.0,64.0,16.0,49.0,0,1.0,1.0,1.0,,1.0,4.0,7.0,1.0,
2024.0,117564.76281,12.0,16.0,1.0,2.0,3.0,39.0,12.0,64.0,0,1.0,4.0,2.0,,1.0,1.0,1.0,1.0,
2024.0,29947.5,12.0,12.0,2.0,2.0,3.0,64.0,12.0,30.0,0,1.0,5.0,3.0,,1.0,,1.0,1.0,2.0
2024.0,,,20.0,2.0,2.0,2.0,,20.0,,0,1.0,,4.0,,2.0,,4.0,1.0,
2024.0,50820.0,12.0,12.0,3.0,2.0,2.0,,12.0,43.0,1,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,2.0
2024.0,36300.0,12.0,16.0,2.0,3.0,3.0,64.0,16.0,27.0,1,3.0,5.0,3.0,,3.0,,4.0,1.0,
2024.0,29947.5,12.0,16.0,1.0,2.0,3.0,31.0,15.0,86.0,0,1.0,3.0,4.0,1.0,1.0,,1.0,1.0,3.0
2024.0,19965.0,12.0,16.0,2.0,3.0,3.0,66.0,,31.0,1,1.0,5.0,1.0,,3.0,,1.0,1.0,1.0
2024.0,117564.76281,12.0,16.0,2.0,2.0,3.0,59.0,12.0,41.0,0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0
2024.0,117564.76281,12.0,19.0,2.0,2.0,3.0,39.0,13.0,30.0,0,,1.0,3.0,,2.0,1.0,1.0,1.0,1.0
2024.0,36300.0,12.0,18.0,3.0,2.0,3.0,61.0,18.0,73.0,1,1.0,1.0,5.0,,1.0,2.0,5.0,1.0,
2024.0,29947.5,12.0,13.0,2.0,2.0,2.0,28.0,10.0,55.0,0,1.0,1.0,6.0,,3.0,3.0,2.0,1.0,1.0
2024.0,13612.5,12.0,16.0,3.0,3.0,2.0,38.0,,26.0,0,1.0,5.0,2.0,,3.0,,1.0,1.0,1.0
2024.0,19965.0,12.0,18.0,2.0,3.0,3.0,73.0,20.0,64.0,0,1.0,4.0,2.0,,2.0,1.0,2.0,1.0,
2024.0,117564.76281,12.0,18.0,1.0,1.0,4.0,54.0,19.0,47.0,0,1.0,1.0,3.0,,1.0,3.0,1.0,1.0,2.0
2024.0,19965.0,12.0,13.0,2.0,1.0,3.0,38.0,12.0,71.0,0,1.0,1.0,5.0,,2.0,3.0,5.0,1.0,
2024.0,117564.76281,12.0,16.0,3.0,2.0,3.0,39.0,14.0,39.0,0,1.0,1.0,4.0,,2.0,1.0,1.0,1.0,
2024.0,29947.5,12.0,12.0,3.0,2.0,2.0,33.0,,55.0,1,1.0,1.0,4.0,,3.0,2.0,1.0,1.0,3.0
2024.0,29947.5,12.0,18.0,2.0,1.0,3.0,31.0,13.0,65.0,0,1.0,1.0,2.0,,2.0,3.0,5.0,1.0,
2024.0,50820.0,12.0,14.0,2.0,2.0,3.0,70.0,12.0,80.0,1,1.0,2.0,5.0,1.0,2.0,3.0,5.0,1.0,
2024.0,36300.0,12.0,17.0,2.0,3.0,3.0,64.0,13.0,39.0,0,1.0,3.0,4.0,2.0,2.0,,2.0,1.0,
2024.0,24502.5,12.0,16.0,3.0,2.0,3.0,61.0,16.0,49.0,0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0
2024.0,43560.0,12.0,16.0,1.0,1.0,3.0,40.0,,44.0,0,1.0,1.0,4.0,,1.0,2.0,1.0,3.0,2.0
2024.0,4083.75,,10.0,3.0,1.0,2.0,33.0,,33.0,0,1.0,5.0,,,2.0,4.0,7.0,3.0,2.0
2024.0,,,,2.0,2.0,2.0,,,,0,3.0,1.0,4.0,,2.0,3.0,,3.0,3.0
2024.0,24502.5,12.0,12.0,3.0,2.0,2.0,45.0,,46.0,0,1.0,1.0,6.0,,2.0,2.0,1.0,3.0,1.0
2024.0,16335.0,12.0,12.0,3.0,2.0,2.0,36.0,11.0,37.0,0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,
2024.0,29947.5,12.0,12.0,3.0,2.0,2.0,21.0,12.0,24.0,0,1.0,1.0,6.0,2.0,3.0,4.0,7.0,3.0,
2024.0,2359.5,6.0,12.0,1.0,1.0,2.0,24.0,12.0,49.0,0,1.0,4.0,,,2.0,3.0,1.0,3.0,
2024.0,11797.5,12.0,2.0,1.0,1.0,1.0,28.0,5.0,75.0,1,,1.0,4.0,2.0,2.0,6.0,5.0,3.0,
2024.0,,,12.0,2.0,2.0,2.0,25.0,12.0,,1,1.0,5.0,2.0,1.0,2.0,,1.0,3.0,1.0
2024.0,19965.0,12.0,16.0,2.0,3.0,3.0,29.0,14.0,36.0,0,1.0,4.0,4.0,,2.0,2.0,1.0,3.0,
2024.0,50820.0,12.0,14.0,2.0,2.0,3.0,39.0,14.0,56.0,0,1.0,1.0,5.0,,1.0,,1.0,3.0,1.0
2024.0,117564.76281,12.0,16.0,2.0,2.0,3.0,31.0,11.0,60.0,0,1.0,1.0,4.0,,1.0,3.0,2.0,3.0,
2024.0,58080.0,12.0,16.0,3.0,2.0,3.0,60.0,12.0,53.0,0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,
2024.0,50820.0,12.0,18.0,2.0,2.0,3.0,60.0,12.0,36.0,1,3.0,1.0,4.0,,2.0,1.0,1.0,3.0,2.0
2024.0,117564.76281,12.0,18.0,3.0,2.0,3.0,59.0,16.0,53.0,0,1.0,1.0,6.0,,2.0,2.0,1.0,3.0,
2024.0,19965.0,12.0,18.0,3.0,3.0,2.0,46.0,7.0,35.0,1,,2.0,5.0,,3.0,4.0,4.0,3.0,3.0
2024.0,16335.0,12.0,12.0,3.0,3.0,1.0,39.0,12.0,66.0,1,2.0,1.0,7.0,,3.0,1.0,5.0,3.0,3.0
2024.0,13612.5,12.0,13.0,2.0,2.0,2.0,38.0,16.0,30.0,0,1.0,5.0,4.0,,3.0,,1.0,3.0,1.0
2024.0,50820.0,12.0,16.0,3.0,3.0,3.0,48.0,16.0,50.0,1,1.0,1.0,6.0,1.0,2.0,2.0,5.0,3.0,2.0
2024.0,16335.0,12.0,14.0,1.0,1.0,3.0,60.0,12.0,66.0,0,1.0,3.0,6.0,,1.0,2.0,2.0,3.0,
2024.0,117564.76281,12.0,18.0,3.0,2.0,2.0,59.0,16.0,42.0,0,1.0,1.0,4.0,,3.0,2.0,1.0,3.0,2.0
2024.0,117564.76281,12.0,18.0,2.0,1.0,3.0,33.0,16.0,57.0,0,1.0,1.0,6.0,,2.0,1.0,1.0,3.0,3.0
2024.0,36300.0,12.0,16.0,2.0,1.0,3.0,36.0,16.0,59.0,0,1.0,1.0,4.0,1.0,2.0,,2.0,3.0,
2024.0,43560.0,12.0,12.0,2.0,2.0,2.0,45.0,12.0,58.0,1,1.0,1.0,6.0,,2.0,1.0,1.0,3.0,3.0
2024.0,117564.76281,12.0,18.0,2.0,2.0,3.0,60.0,13.0,54.0,0,1.0,1.0,7.0,,1.0,3.0,7.0,3.0,
2024.0,58080.0,12.0,16.0,2.0,2.0,2.0,62.0,12.0,60.0,1,1.0,1.0,5.0,,1.0,2.0,5.0,3.0,
2024.0,7713.75,11.0,15.0,2.0,2.0,,47.0,12.0,56.0,0,1.0,1.0,6.0,,3.0,3.0,1.0,3.0,
2024.0,181.5,1.0,15.0,2.0,1.0,3.0,28.0,15.0,46.0,0,3.0,2.0,,1.0,1.0,2.0,1.0,3.0,1.0
2024.0,,,,,3.0,,,,,1,2.0,,4.0,2.0,,2.0,,3.0,
2024.0,58080.0,12.0,14.0,3.0,2.0,3.0,39.0,14.0,75.0,0,1.0,1.0,5.0,,2.0,4.0,5.0,3.0,
2024.0,,,16.0,1.0,2.0,3.0,38.0,12.0,67.0,1,1.0,1.0,2.0,,1.0,2.0,5.0,3.0,
2024.0,36300.0,12.0,20.0,2.0,2.0,3.0,49.0,12.0,40.0,0,1.0,3.0,6.0,,2.0,2.0,3.0,3.0,2.0
2024.0,19965.0,12.0,13.0,3.0,2.0,2.0,48.0,,39.0,0,2.0,5.0,4.0,,3.0,4.0,3.0,3.0,
2024.0,24502.5,12.0,16.0,1.0,2.0,2.0,61.0,12.0,58.0,0,1.0,3.0,6.0,,2.0,1.0,1.0,3.0,2.0
2024.0,36300.0,12.0,12.0,2.0,2.0,3.0,64.0,12.0,72.0,0,1.0,1.0,6.0,1.0,2.0,5.0,5.0,3.0,
2024.0,29947.5,12.0,16.0,2.0,3.0,3.0,45.0,7.0,44.0,0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
2024.0,,,16.0,2.0,3.0,1.0,35.0,6.0,39.0,1,2.0,3.0,6.0,,3.0,,2.0,3.0,1.0
2024.0,1996.5,5.0,17.0,1.0,1.0,3.0,31.0,,41.0,1,2.0,5.0,7.0,,3.0,,4.0,3.0,3.0
2024.0,7713.75,11.0,10.0,1.0,3.0,1.0,28.0,,32.0,1,3.0,5.0,2.0,,3.0,,4.0,3.0,
2024.0,24502.5,12.0,16.0,1.0,2.0,3.0,45.0,12.0,30.0,1,1.0,5.0,4.0,2.0,2.0,,1.0,3.0,
2024.0,8621.25,11.0,14.0,2.0,1.0,2.0,29.0,16.0,25.0,1,1.0,5.0,2.0,,2.0,,1.0,3.0,
2024.0,,,10.0,3.0,2.0,3.0,21.0,12.0,30.0,0,1.0,5.0,5.0,2.0,,,4.0,3.0,
2024.0,19965.0,12.0,14.0,1.0,3.0,2.0,25.0,16.0,34.0,1,1.0,5.0,4.0,,3.0,2.0,1.0,3.0,
2024.0,,,17.0,1.0,2.0,2.0,48.0,,,1,1.0,5.0,6.0,,2.0,,1.0,3.0,
2024.0,36300.0,12.0,18.0,2.0,2.0,2.0,48.0,15.0,37.0,1,2.0,5.0,5.0,,2.0,,1.0,3.0,1.0
2024.0,58080.0,12.0,16.0,2.0,1.0,3.0,45.0,4.0,24.0,0,1.0,5.0,4.0,,2.0,,1.0,3.0,3.0
2024.0,43560.0,12.0,13.0,1.0,2.0,3.0,47.0,13.0,25.0,0,3.0,5.0,4.0,2.0,2.0,,1.0,3.0,1.0
2024.0,43560.0,12.0,14.0,3.0,2.0,2.0,52.0,12.0,70.0,0,1.0,2.0,4.0,,2.0,2.0,5.0,3.0,
2024.0,181.5,1.0,12.0,2.0,2.0,1.0,25.0,,37.0,1,2.0,1.0,4.0,,2.0,3.0,2.0,3.0,1.0
2024.0,181.5,1.0,14.0,2.0,3.0,2.0,31.0,,24.0,1,1.0,5.0,2.0,,3.0,,4.0,3.0,2.0
2024.0,13612.5,12.0,10.0,1.0,2.0,4.0,35.0,,43.0,1,2.0,3.0,6.0,,1.0,1.0,1.0,3.0,3.0
2024.0,29947.5,12.0,18.0,1.0,2.0,2.0,39.0,12.0,33.0,0,2.0,5.0,4.0,,2.0,,1.0,3.0,1.0
2024.0,29947.5,12.0,12.0,2.0,2.0,2.0,24.0,,64.0,1,1.0,1.0,4.0,,2.0,3.0,1.0,3.0,
2024.0,16335.0,12.0,15.0,3.0,2.0,2.0,,,72.0,0,2.0,5.0,4.0,,2.0,,5.0,3.0,
2024.0,9982.5,12.0,12.0,2.0,2.0,3.0,25.0,,,0,3.0,5.0,4.0,,3.0,1.0,3.0,3.0,1.0
2024.0,19965.0,12.0,17.0,2.0,2.0,2.0,51.0,7.0,32.0,0,1.0,1.0,3.0,,3.0,2.0,7.0,3.0,2.0
2024.0,24502.5,12.0,11.0,3.0,3.0,2.0,43.0,,51.0,1,,3.0,1.0,1.0,2.0,6.0,1.0,3.0,
2024.0,,,15.0,2.0,2.0,2.0,32.0,,38.0,0,2.0,5.0,4.0,,2.0,,1.0,3.0,3.0
2024.0,13612.5,12.0,12.0,1.0,2.0,2.0,38.0,,23.0,0,1.0,5.0,4.0,,2.0,,1.0,3.0,1.0
2024.0,,,,3.0,2.0,1.0,26.0,,24.0,0,1.0,1.0,,,3.0,1.0,1.0,3.0,
2024.0,36300.0,12.0,16.0,2.0,2.0,2.0,39.0,12.0,34.0,1,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
2024.0,1270.5,3.0,14.0,2.0,3.0,4.0,43.0,,37.0,0,1.0,5.0,4.0,2.0,3.0,,4.0,3.0,1.0
2024.0,,,14.0,2.0,1.0,,75.0,7.0,77.0,0,,3.0,4.0,,2.0,2.0,5.0,3.0,
2024.0,1270.5,3.0,18.0,2.0,2.0,3.0,31.0,18.0,36.0,1,2.0,5.0,4.0,,2.0,,7.0,3.0,
2024.0,24502.5,12.0,12.0,3.0,2.0,2.0,39.0,12.0,44.0,1,1.0,5.0,1.0,,2.0,,1.0,3.0,1.0
2024.0,11797.5,12.0,13.0,2.0,2.0,2.0,39.0,14.0,29.0,1,2.0,5.0,2.0,2.0,2.0,,1.0,3.0,2.0
2024.0,16335.0,12.0,12.0,3.0,2.0,1.0,35.0,,55.0,1,2.0,3.0,3.0,,3.0,,,3.0,
2024.0,16335.0,12.0,15.0,1.0,1.0,2.0,64.0,14.0,23.0,0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,
2024.0,,,16.0,3.0,2.0,3.0,53.0,14.0,,1,1.0,3.0,5.0,,2.0,,5.0,3.0,1.0
2024.0,19965.0,12.0,13.0,3.0,2.0,2.0,50.0,,33.0,0,2.0,5.0,4.0,2.0,3.0,,1.0,3.0,2.0
2024.0,13612.5,12.0,16.0,3.0,3.0,2.0,31.0,12.0,37.0,1,1.0,5.0,4.0,,3.0,,1.0,3.0,
2024.0,117564.76281,12.0,14.0,2.0,1.0,3.0,38.0,16.0,45.0,0,1.0,1.0,4.0,,1.0,,1.0,3.0,
2024.0,181.5,1.0,12.0,3.0,2.0,3.0,32.0,12.0,33.0,0,2.0,5.0,3.0,,2.0,4.0,4.0,3.0,
2024.0,16335.0,12.0,13.0,4.0,3.0,2.0,55.0,,28.0,1,2.0,4.0,4.0,,3.0,2.0,,3.0,1.0
2024.0,58080.0,12.0,15.0,2.0,2.0,3.0,64.0,15.0,57.0,0,3.0,1.0,2.0,,1.0,2.0,1.0,3.0,2.0
2024.0,19965.0,12.0,13.0,4.0,3.0,2.0,35.0,,30.0,1,,5.0,3.0,1.0,3.0,,1.0,3.0,1.0
2024.0,19965.0,12.0,12.0,2.0,2.0,2.0,25.0,,40.0,0,3.0,1.0,4.0,,3.0,2.0,2.0,3.0,3.0
2024.0,9982.5,12.0,14.0,1.0,3.0,3.0,22.0,18.0,23.0,0,2.0,5.0,4.0,2.0,2.0,,1.0,3.0,
2024.0,2359.5,6.0,14.0,2.0,2.0,3.0,,14.0,20.0,0,3.0,5.0,3.0,,1.0,,6.0,3.0,3.0
2024.0,24502.5,12.0,19.0,3.0,2.0,2.0,61.0,,49.0,0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0
2024.0,16335.0,12.0,15.0,3.0,3.0,2.0,35.0,,62.0,1,1.0,4.0,4.0,,3.0,4.0,,3.0,
2024.0,19965.0,12.0,10.0,,,,55.0,,45.0,0,1.0,1.0,6.0,3.0,3.0,4.0,1.0,3.0,1.0
2024.0,16335.0,12.0,17.0,3.0,2.0,2.0,,17.0,30.0,0,3.0,1.0,3.0,2.0,2.0,2.0,7.0,3.0,
2024.0,29947.5,12.0,15.0,2.0,2.0,3.0,39.0,12.0,48.0,0,2.0,1.0,6.0,1.0,1.0,3.0,1.0,3.0,2.0
2024.0,13612.5,12.0,13.0,4.0,2.0,1.0,35.0,12.0,41.0,0,2.0,5.0,4.0,,3.0,4.0,1.0,3.0,
2024.0,4083.75,,13.0,2.0,3.0,3.0,46.0,,81.0,0,2.0,3.0,6.0,1.0,3.0,2.0,5.0,3.0,
2024.0,13612.5,12.0,16.0,2.0,1.0,3.0,53.0,18.0,59.0,0,1.0,2.0,4.0,,1.0,3.0,,3.0,
2024.0,,,14.0,4.0,2.0,2.0,39.0,12.0,,0,3.0,1.0,,3.0,3.0,1.0,7.0,3.0,
2024.0,36300.0,12.0,10.0,3.0,2.0,3.0,58.0,5.0,86.0,1,1.0,1.0,7.0,,2.0,3.0,5.0,3.0,
2024.0,13612.5,12.0,14.0,1.0,2.0,3.0,46.0,17.0,24.0,1,1.0,5.0,4.0,,2.0,,1.0,3.0,3.0
2024.0,50820.0,12.0,16.0,2.0,2.0,2.0,74.0,12.0,52.0,0,1.0,1.0,5.0,,3.0,3.0,1.0,3.0,
2024.0,11797.5,12.0,12.0,3.0,3.0,2.0,31.0,,18.0,0,1.0,5.0,3.0,,3.0,,6.0,3.0,3.0
2024.0,43560.0,12.0,16.0,2.0,,3.0,60.0,,82.0,1,1.0,1.0,6.0,,1.0,2.0,5.0,3.0,
2024.0,13612.5,12.0,16.0,1.0,1.0,4.0,72.0,,66.0,1,1.0,3.0,6.0,1.0,1.0,3.0,5.0,3.0,2.0
2024.0,,,13.0,3.0,2.0,3.0,39.0,4.0,81.0,0,1.0,1.0,5.0,,3.0,4.0,5.0,3.0,
2024.0,,,,2.0,3.0,3.0,40.0,,71.0,1,1.0,1.0,6.0,,2.0,3.0,5.0,3.0,3.0
2024.0,29947.5,12.0,11.0,3.0,2.0,1.0,35.0,,62.0,1,1.0,1.0,6.0,2.0,2.0,3.0,1.0,3.0,
2024.0,19965.0,12.0,16.0,3.0,2.0,1.0,39.0,13.0,34.0,0,1.0,1.0,4.0,2.0,3.0,,6.0,3.0,1.0
2024.0,117564.76281,12.0,18.0,3.0,3.0,3.0,47.0,3.0,74.0,0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,3.0,
2024.0,36300.0,12.0,16.0,2.0,2.0,3.0,62.0,14.0,22.0,0,1.0,5.0,6.0,,1.0,,2.0,3.0,
2024.0,117564.76281,12.0,16.0,2.0,2.0,3.0,52.0,16.0,42.0,0,1.0,1.0,2.0,,2.0,2.0,1.0,3.0,1.0
2024.0,24502.5,12.0,12.0,2.0,2.0,3.0,45.0,12.0,45.0,0,1.0,5.0,6.0,,3.0,2.0,2.0,3.0,
2024.0,117564.76281,12.0,14.0,1.0,2.0,3.0,59.0,15.0,42.0,0,1.0,1.0,4.0,,2.0,3.0,2.0,1.0,2.0
2024.0,29947.5,12.0,18.0,2.0,2.0,3.0,49.0,18.0,64.0,0,1.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,
2024.0,11797.5,12.0,16.0,2.0,3.0,2.0,62.0,16.0,62.0,0,1.0,3.0,4.0,1.0,3.0,1.0,7.0,1.0,
2024.0,24502.5,12.0,18.0,3.0,,3.0,47.0,,67.0,0,1.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,
2024.0,117564.76281,12.0,16.0,3.0,1.0,3.0,35.0,18.0,47.0,0,1.0,1.0,2.0,,1.0,2.0,7.0,1.0,
2024.0,16335.0,12.0,16.0,2.0,2.0,2.0,43.0,12.0,55.0,0,1.0,3.0,5.0,,3.0,3.0,1.0,1.0,2.0
2024.0,24502.5,12.0,16.0,1.0,2.0,3.0,61.0,12.0,34.0,1,1.0,5.0,1.0,,2.0,,1.0,1.0,
2024.0,29947.5,12.0,12.0,1.0,3.0,3.0,38.0,12.0,47.0,0,2.0,5.0,6.0,2.0,3.0,2.0,1.0,1.0,2.0
2024.0,58080.0,12.0,12.0,3.0,2.0,2.0,22.0,18.0,55.0,0,3.0,1.0,2.0,,2.0,3.0,7.0,1.0,1.0
2024.0,19965.0,12.0,13.0,2.0,3.0,2.0,24.0,,65.0,1,,5.0,4.0,,2.0,,1.0,1.0,
2024.0,29947.5,12.0,20.0,2.0,2.0,3.0,31.0,,33.0,0,2.0,1.0,5.0,,1.0,3.0,7.0,1.0,
2024.0,36300.0,12.0,16.0,2.0,2.0,3.0,61.0,,29.0,1,1.0,5.0,2.0,3.0,1.0,,1.0,1.0,1.0
2024.0,43560.0,12.0,12.0,2.0,2.0,3.0,37.0,12.0,47.0,0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0
2024.0,29947.5,12.0,12.0,2.0,1.0,2.0,25.0,12.0,62.0,1,1.0,1.0,4.0,,1.0,,1.0,1.0,
2024.0,2359.5,6.0,11.0,2.0,1.0,1.0,38.0,,40.0,1,2.0,5.0,5.0,1.0,3.0,3.0,4.0,1.0,
2024.0,4083.75,,13.0,3.0,2.0,2.0,31.0,,19.0,1,1.0,5.0,,2.0,2.0,,2.0,1.0,
2024.0,117564.76281,12.0,20.0,2.0,3.0,4.0,55.0,14.0,60.0,0,1.0,1.0,3.0,,1.0,,7.0,1.0,
2024.0,58080.0,12.0,12.0,2.0,2.0,3.0,32.0,,89.0,0,2.0,2.0,2.0,,1.0,1.0,5.0,1.0,1.0
2024.0,117564.76281,12.0,18.0,1.0,1.0,3.0,64.0,16.0,55.0,0,1.0,1.0,6.0,,1.0,3.0,1.0,1.0,
2024.0,50820.0,12.0,14.0,2.0,2.0,3.0,45.0,12.0,67.0,0,1.0,1.0,3.0,,1.0,,2.0,1.0,
2024.0,117564.76281,12.0,20.0,2.0,2.0,3.0,69.0,18.0,58.0,0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,
2024.0,1633.5,4.0,12.0,3.0,3.0,1.0,25.0,,44.0,0,2.0,5.0,4.0,,3.0,1.0,2.0,1.0,1.0
2024.0,16335.0,12.0,14.0,3.0,2.0,3.0,48.0,12.0,55.0,0,1.0,5.0,3.0,,2.0,1.0,1.0,1.0,
2024.0,1996.5,5.0,11.0,3.0,3.0,1.0,16.0,,59.0,1,2.0,3.0,4.0,,3.0,2.0,4.0,1.0,2.0
2024.0,1996.5,5.0,12.0,2.0,3.0,1.0,34.0,,31.0,0,2.0,5.0,2.0,,3.0,1.0,7.0,1.0,
2024.0,181.5,1.0,12.0,2.0,2.0,2.0,51.0,,21.0,0,2.0,5.0,6.0,,2.0,1.0,2.0,1.0,
2024.0,181.5,1.0,12.0,3.0,3.0,1.0,,,50.0,0,2.0,5.0,1.0,,1.0,,,1.0,
2024.0,58080.0,12.0,15.0,2.0,3.0,2.0,16.0,16.0,42.0,1,2.0,4.0,2.0,,3.0,2.0,2.0,1.0,1.0
2024.0,726.0,2.0,13.0,3.0,3.0,3.0,35.0,12.0,19.0,1,2.0,5.0,4.0,2.0,1.0,,6.0,1.0,2.0
2024.0,13612.5,12.0,12.0,1.0,2.0,3.0,38.0,16.0,41.0,0,2.0,5.0,7.0,2.0,3.0,2.0,7.0,1.0,1.0
2024.0,7713.75,11.0,14.0,3.0,2.0,1.0,48.0,,32.0,0,2.0,1.0,4.0,,3.0,3.0,4.0,1.0,
2024.0,13612.5,12.0,16.0,2.0,2.0,2.0,40.0,12.0,37.0,0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0
2024.0,,,12.0,4.0,3.0,1.0,50.0,,44.0,0,2.0,5.0,4.0,,3.0,2.0,7.0,1.0,2.0
2024.0,24502.5,12.0,13.0,2.0,1.0,3.0,41.0,16.0,52.0,0,2.0,3.0,4.0,,1.0,5.0,1.0,1.0,1.0
2024.0,,,12.0,2.0,2.0,2.0,48.0,,31.0,1,3.0,5.0,4.0,,1.0,2.0,1.0,1.0,
2024.0,4991.25,,16.0,2.0,2.0,3.0,42.0,,,0,2.0,2.0,4.0,,2.0,2.0,5.0,1.0,2.0
2024.0,16335.0,12.0,16.0,3.0,3.0,3.0,60.0,18.0,23.0,0,1.0,5.0,1.0,,2.0,,1.0,1.0,1.0
2024.0,,,14.0,2.0,2.0,3.0,28.0,12.0,20.0,0,1.0,5.0,1.0,,2.0,,6.0,1.0,1.0
2024.0,3267.0,,10.0,3.0,2.0,3.0,29.0,13.0,63.0,1,1.0,5.0,4.0,2.0,1.0,,5.0,1.0,
2024.0,8621.25,11.0,12.0,3.0,2.0,3.0,45.0,12.0,84.0,1,1.0,2.0,7.0,,2.0,1.0,5.0,1.0,
2024.0,50820.0,12.0,18.0,2.0,3.0,4.0,70.0,,66.0,0,1.0,5.0,3.0,,1.0,,1.0,1.0,
2024.0,36300.0,12.0,14.0,2.0,2.0,3.0,64.0,12.0,56.0,1,3.0,3.0,2.0,,2.0,5.0,1.0,1.0,
2024.0,24502.5,12.0,16.0,1.0,1.0,3.0,47.0,12.0,51.0,0,1.0,1.0,7.0,,3.0,1.0,1.0,1.0,3.0
2024.0,43560.0,12.0,18.0,1.0,2.0,3.0,60.0,20.0,38.0,1,3.0,1.0,3.0,,2.0,,1.0,1.0,
2024.0,13612.5,12.0,12.0,2.0,1.0,2.0,47.0,,47.0,1,2.0,5.0,5.0,,3.0,,1.0,1.0,
2024.0,726.0,2.0,12.0,2.0,2.0,2.0,25.0,,32.0,0,1.0,5.0,6.0,2.0,2.0,3.0,7.0,1.0,1.0
2024.0,,,12.0,3.0,3.0,2.0,25.0,,66.0,1,3.0,1.0,6.0,,3.0,,2.0,1.0,2.0
2024.0,36300.0,12.0,16.0,2.0,2.0,3.0,39.0,,32.0,0,1.0,5.0,3.0,,3.0,,1.0,1.0,
2024.0,4083.75,,12.0,1.0,2.0,3.0,51.0,16.0,31.0,1,2.0,5.0,4.0,,2.0,,1.0,1.0,1.0
2024.0,117564.76281,12.0,14.0,2.0,2.0,3.0,72.0,,69.0,1,1.0,1.0,3.0,,2.0,3.0,2.0,1.0,
2024.0,4991.25,,11.0,3.0,2.0,2.0,27.0,,57.0,1,2.0,1.0,7.0,2.0,2.0,1.0,7.0,1.0,
2024.0,13612.5,12.0,16.0,2.0,2.0,2.0,31.0,12.0,30.0,0,1.0,5.0,4.0,,1.0,,1.0,1.0,2.0
2024.0,24502.5,12.0,17.0,2.0,3.0,3.0,47.0,10.0,72.0,1,1.0,1.0,5.0,,2.0,2.0,2.0,1.0,1.0
2024.0,16335.0,12.0,12.0,2.0,3.0,3.0,53.0,13.0,60.0,0,1.0,1.0,3.0,,1.0,2.0,5.0,1.0,2.0
2024.0,11797.5,12.0,18.0,1.0,2.0,4.0,39.0,12.0,69.0,0,1.0,1.0,2.0,,1.0,2.0,5.0,1.0,
2024.0,117564.76281,12.0,17.0,1.0,1.0,4.0,48.0,16.0,45.0,0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0
2024.0,117564.76281,12.0,18.0,1.0,2.0,3.0,52.0,10.0,67.0,0,1.0,1.0,3.0,,1.0,1.0,5.0,1.0,2.0
2024.0,58080.0,12.0,16.0,2.0,2.0,3.0,38.0,16.0,34.0,0,1.0,1.0,3.0,,3.0,1.0,1.0,1.0,
2024.0,43560.0,12.0,14.0,2.0,3.0,3.0,47.0,12.0,78.0,0,1.0,2.0,6.0,,1.0,2.0,5.0,1.0,2.0
2024.0,50820.0,12.0,14.0,4.0,3.0,3.0,39.0,16.0,37.0,1,3.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0
2024.0,,,,2.0,1.0,,,,70.0,0,1.0,1.0,,,2.0,5.0,7.0,3.0,1.0
